,SEG,BU,Platform,Product Category,Product Line,Product Set
42837,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY610 OptiBuild
42838,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB780 OptiBuild
42839,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY586 OptiBuild
42840,BDI,SUR,Hernia,Groin Hernia,Groin Open,Soft Mesh
42841,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue OptiBuild,RB613 OptiBuild
42842,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY775 OptiBuild
42843,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares Parts
42848,BDM,MMS,Alaris System,Service,Alaris System Service Parts,Support Materials NONCATALOG
42849,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt YG OptiBuild,RY703 OptiBuild
42851,BLS,BDB,Research Reagents,Research Core Cobalt,Cobalt Blue MTS,RB613 MTS
42853,BDM,MMS,CME,CME - PC Adjustment,CME - PC Adjustment,CME - PC Adjustment
42856,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42857,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42862,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares Parts
42866,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42869,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42871,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares Parts
42874,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42875,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42876,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42882,BDI,UCC,Total Home Care Sales,Urology Home Care,Home Care Non Bard,UK DAC Sales (Non Bard)
42884,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
42888,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Spares SYP
42895,BDI,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Capital,Rotarex Capital
42896,BLS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,Non Sirigen - CTT
42897,BLS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,Non Sirigen - CTT
42900,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42901,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42902,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42903,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42904,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42905,BDI,PI,Oncology,Biopsy Needles and Accessories,Core Needle Biopsy Capital,Magnum Capital
42910,BLS,DS,Molecular Diagnostics,Molecular Diagnostics - PC Adjustment,Molecular Diagnostics - PC Adjustment,Molecular Diagnostics - PC Adjustment
42918,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Directions for Use (DFU)
42919,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Directions for Use (DFU)
42920,BDM,MMS,BD Nexus,Service,BD Nexus Service Parts,Directions for Use (DFU)
42921,BLS,BDB,Clinical Instruments,Cytognos Software,Cytognos Infinicyt,Cytognos Infinicyt
42924,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42925,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42926,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42927,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42928,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42929,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42930,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42931,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42932,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42933,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42934,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42935,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42936,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42937,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42938,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42939,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42940,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42941,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42942,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42943,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42944,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42945,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42946,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Custom - CTT CM,CTT CM
42947,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Clinical Sirigen - CTT,Clinical Sirigen - CTT
42948,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Clinical Sirigen - CTT,Clinical Sirigen - CTT
42949,BLS,BDB,Clinical Reagents,Custom Clinical Reagents,Clinical Sirigen - CTT,Clinical Sirigen - CTT
42951,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
42956,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
42957,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
42958,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
42962,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
42963,BLS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,Non Sirigen - CTT
42964,BLS,BDB,Research Reagents,Custom Research Reagents,Non Sirigen - CTT,Non Sirigen - CTT
42967,BLS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry)
42968,BLS,BDB,Research Reagents,Research Core Non-Sirigen,Non Sirigen - Cell Signal Cancer (Flow Cytometry),Non Sirigen - Cell Signal Cancer (Flow Cytometry)
42975,BLS,DS,Molecular Diagnostics,BD MAX,All Other BD MAX,MAX Instrument Other
42976,BLS,DS,Microbiology,TB,TB Other,Growth Micro Othr TB
42979,BLS,DS,Informatics,Informatics,Epicenter,Epicenter Hardware
42982,BLS,DS,Lab Automation,Lab Automation,All Other Lab Automation Instruments,Other Instr- Sale
42984,BLS,DS,Cancer,Cytology,FocalPoint Instr - Sale,FocalPoint Sales
42985,BLS,DS,Cancer,Cytology,All Other Instruments,FocalPoint Instrument Accessories
42986,BLS,DS,Cancer,Cytology,All Other Instruments,FocalPoint Instrument Accessories
42987,BLS,DS,Cancer,Cytology,All Other Instruments,FocalPoint Instrument Accessories
42989,BLS,DS,Cancer,Cytology,All Other Instruments,PrepStain Plus Accessories
42990,BLS,DS,Cancer,Cytology,All Other Instruments,FEA- Accessories
42996,BLS,BDB,Research Reagents,Custom Research Reagents,Cobalt - Customs,Cobalt - Customs
42999,BLS,BDB,Research Reagents,Custom Research Reagents,Sirigen - Customs,Sirigen - Customs
43004,BLS,BDB,Research Reagents,Custom Research Reagents,Cobalt - Customs,Cobalt - Customs
43009,BLS,BDB,Research Reagents,Custom Research Reagents,Non-Sirigen - High Parameter,Non Sirigen - High Parameter (Flow Cytometry)
43018,BLS,SM,Specimen Management Other,Specimen Management Other,Specimen Management Other,All Other PAS
43022,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43039,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony S6,FACSymphony S6
43041,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony S6,FACSymphony S6
43043,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony S6,FACSymphony S6
43044,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A5 Sorp Instrument,FACSymphony A5 Sorp Instrument
43047,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony S6,FACSymphony S6
43050,BLS,BDB,Research Instruments,FACSAria,FACSAria Fusion Instrument,FACSAria Fusion Instrument
43051,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony S6,FACSymphony S6
43052,BLS,BDB,Research Instruments,FACSAria,FACSAria Fusion Instrument,FACSAria Fusion Instrument
43053,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43054,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A5 Sorp Instrument,FACSymphony A5 Sorp Instrument
43056,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43059,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43060,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A5 Sorp Instrument,FACSymphony A5 Sorp Instrument
43062,BDM,MDS,Hypodermic Products,Hypodermic Products - PC Adjustment,Hypodermic Products - PC Adjustment,Hypodermic Products - PC Adjustment
43063,BLS,BDB,Research Instruments,FACSAria,FACSAria Fusion Instrument,FACSAria Fusion Instrument
43065,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43066,BLS,DS,Cancer,Cytology,FocalPoint Instr - Sale,FocalPoint Sales
43069,BLS,BDB,Research Instruments,FACSAria,FACSAria Fusion Instrument,FACSAria Fusion Instrument
43070,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43073,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43074,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43076,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa,LSR/Fortessa
43077,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43081,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43082,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43083,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43085,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43086,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43090,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43094,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A3 Sorp Instrument,FACSymphony A3 Sorp Instrument
43095,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43096,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43097,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Instrument,FACSMelody Instrument
43098,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Instrument,FACSMelody Instrument
43099,BDM,MMS,ROWA Retail,ROWA Retail,ROWA Retail - Other,ROWA Retail - Other
43102,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony A5 Sorp Instrument,FACSymphony A5 Sorp Instrument
43107,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Instrument,FACSMelody Instrument
43108,BLS,BDB,Clinical Instruments,FACSLyric,FACSLyric Instrument,FACSLyric Instrument
43109,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Instrument,FACSMelody Instrument
43110,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony Sorter Options and Upgrades,FACSymphony Sorter Options and Upgrades
43113,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony Other Options and Upgrades,FACSymphony Other Options and Upgrades
43114,BDM,MMS,Alaris System,Software,Alaris System Interop,Perpetual License
43115,BLS,BDB,Research Instruments,FACSymphony A1,FACSymphony A1 Instrument,FACSymphony A1 Instrument
43116,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43117,BDM,MMS,Alaris System,Software,Alaris System Interop,Perpetual License
43118,BLS,BDB,Research Instruments,FACSymphony Sorters,FACSymphony Sorter Options and Upgrades,FACSymphony Sorter Options and Upgrades
43119,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43120,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43121,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa X-20,LSR/Fortessa X-20
43122,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43123,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43128,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony Other Options and Upgrades,FACSymphony Other Options and Upgrades
43129,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43130,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43131,BDM,PS,SAIS,Device,Autoinjector Physioject,Autoinjector Physioject - Adjustment
43132,BDI,PI,Oncology,Other Biopsy,CoreLite Capital,CoreLite Capital
43133,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43134,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43135,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43139,BDM,MMS,Alaris System,Software,Alaris System Interop,Perpetual License
43142,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43143,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43145,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Options,FACSMelody Options
43146,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43147,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43149,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Options,FACSMelody Options
43150,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43154,BDI,PI,Oncology,Brachy,Brachy Equipment,Third-party Equipment
43155,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43156,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43159,BDI,PI,Oncology,Other Biopsy,CoreLite Capital,CoreLite Capital
43160,BLS,DS,Lab Automation,Lab Automation - PC Adjustment,Lab Automation - PC Adjustment,Lab Automation - PC Adjustment
43161,BLS,BDB,Research Instruments,FACSymphony Analyzers,FACSymphony Other Options and Upgrades,FACSymphony Other Options and Upgrades
43164,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43165,BDI,PI,Oncology,Other Biopsy,CoreLite Capital,CoreLite Capital
43167,BDI,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Capital,Rotarex Capital
43169,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43173,BLS,BDB,Clinical Instruments,Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical),Other Instrument Revenue (Clinical)
43176,BDI,PI,Peripheral Vascular Disease,PAD Mechanical,Rotarex Capital,Rotarex Capital
43177,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43180,BLS,DS,Lab Automation,Lab Automation - PC Adjustment,Lab Automation - PC Adjustment,Lab Automation - PC Adjustment
43182,BLS,BDB,Clinical Instruments,Cytognos Software,Cytognos Infinicyt,Cytognos Infinicyt
43184,BDM,MDS,Vascular Access Technologies,Site-Rite,Site-Rite Consoles - ISALES,Site Rite 9 Consoles
43193,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43195,BLS,DS,Lab Automation,Lab Automation,All Other Lab Automation Instruments,Other Instr- Sale
43196,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43199,BLS,BDB,Research Instruments,FACSMelody,FACSMelody Options,FACSMelody Options
43202,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43204,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43207,BDI,SUR,Hernia,Ventral,Lap Ventral,Composix LP
43208,BDI,PI,End Stage Kidney Disease,Dialysis Access Grafts,AV Grafts,Access Grafts
43209,BLS,BDB,Research Instruments,LSR/Fortessa,LSR/Fortessa Options,LSR/Fortessa Options
43213,BLS,DS,Microbiology,Industrial Microbiology,Misc Industrial Microbiology,Miscellaneous
43215,BDI,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Prevent
43216,BLS,DS,Microbiology,Blood Culture,BACTEC FX Instr - Plcmt,BACTEC FX Inst Place
43218,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43219,BLS,BDB,Clinical Reagents,Other Reagents,Other Reagents,Immune Function
43228,BLS,BDB,Research Reagents,Research Non-Core,Non-Flow Cytometry - Assays,Non-Flow Cytometry - Assays
43231,BDM,MDS,Vascular Access Technologies,Sherlock,Sherlock Accessories,Sherlock Accessories
43233,BLS,BDB,Research Instruments,FACSAria,FACSAria Options,FACSAria Options
43234,BDI,SUR,Hernia,Complex Abdominal Wall Reconstruction,Phasix,Phasix Prevent
43240,BLS,DS,Cancer,Cytology,All Other Instruments,FEA- Accessories
43241,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43245,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43248,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43249,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,BD AbSeq
43252,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43253,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43254,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,BD AbSeq
43255,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,BD AbSeq
43256,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,BD AbSeq
43258,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43259,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43260,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43261,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43262,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,BD AbSeq
43263,BLS,BDB,Single Cell Multiomics,SCM Reagents,BD AbSeq,AbSeq - Custom vials
43266,BDI,UCC,Targeted Temperature Management,Arctic Sun,Arctic Sun-Hardware,Arctic Sun-Hrdware Repl Parts
43268,BLS,DS,Cancer,Cytology,All Other Instruments,FEA- Accessories
43269,BDI,UCC,Targeted Temperature Management,TTM - Non-Sellable,TTM - Non-Sellable,TTM - Non-Sellable
43272,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43273,BLS,BDB,Research Instruments,Accuri,Accuri Options,Accuri Options
43275,BDI,UCC,Targeted Temperature Management,Arctic Sun,Arctic Sun-Hardware,Arctic Sun-Hrdware Repl Parts
43276,BDI,PI,Oncology,Vacuum Assisted,Encor Capital,Encor Ultra Capital
43279,BDM,MDS,Vascular Access Technologies,Sherlock,Sherlock Displays,Sherlock Displays
43280,BDM,MMS,Alaris System,Service,Alaris System Service Parts,Medley
43282,BLS,BDB,Research Reagents,Research Non-Core,Non-Flow Cytometry - Assays,Non-Flow Cytometry - Assays
43284,BLS,DS,Lab Automation,Lab Automation,All Other Lab Automation Instruments,Other Instr- Sale
43287,BLS,BDB,Research Instruments,Other Instrument Revenue (Research),Other Instrument Revenue (Research),Other Instrument Revenue (Research)
43288,BDI,UCC,Endourology,Visualization,Image Processors - Aptra,Image Processors - Aptra
43289,BDI,UCC,Endourology,Visualization,Image Processors - Aptra,Image Processors - Aptra
43292,BDI,PI,BD PI Other,OEM,Interventional OEM,Interventional OEM
43293,BDI,PI,End Stage Kidney Disease,PTA ESKD,Atlas Gold PTA,Atlas Gold PTA
