,SEG,BU,Business Unit,Sub BU,Sub Business Unit,Platform ID,Platform,Product Category ID,Product Category,Product Line ID,Product Line,Product Set ID,Product Set,Product Subset ID,Product Subset ,Material ID,Material Description,Material ID Description,BU + Material, FY 25 Actual Revenue , FY 25 Actual Units , COMMENTS ,CAT 12
25761,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,441510,Cd Installation Server Epifx Packaged,441510-Cd Installation Server Epifx Packaged,DS-441510,$216 ,37,Classified by ML model,pyxis
25769,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022150,FACSJazz,PH220070032900,FACSJazz Options,PH220070041046,FACSJazz Options,PH220070051190,FACSJazz Other Options and Upgrades,656626,Cytometer Workstation Accessory Cart,656626-Cytometer Workstation Accessory Cart,BDB-656626,"$47,123 ",36,Matched by Material ID,pyxis
25931,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023900,LAP - Cenglang Mate,PH220020038100,Cenglang,PH220020041219,Cenglang,PH220020051274,Cenglang,MATECYTE2L6C,Entry Level Clinical Flow Cytometry,MATECYTE2L6C-Entry Level Clinical Flow Cytometry,BDB-MATECYTE2L6C,"$1,280,778 ",35,Matched by Material ID,pyxis
25938,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111004,Microbiology,PH211100421000,Microbiology - PC Adjustment,PH211100437650,Microbiology - PC Adjustment,PH211100441379,Microbiology - PC Adjustment,PH211100451675,Microbiology - PC Adjustment,257913,ICB270 SNA ICXT Media 90mm,257913-ICB270 SNA ICXT Media 90mm,DS-257913,"$36,566 ",35,Classified by ML model,pyxis
25946,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446946,BD Kiestra Straight,446946-BD Kiestra Straight,DS-446946,"$20,476 ",35,Matched by Material ID,pyxis
26115,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022100,FACSCelesta,PH220070032750,FACSCelesta Instrument,PH220070041043,FACSCelesta Instrument,PH220070051187,FACSCelesta Instrument,660344,BD FACSCelesta BVR,660344-BD FACSCelesta BVR,BDB-660344,"$3,765,831 ",34,Matched by Material ID,pyxis
26304,BLS,BDB,Biosciences,BDB,Biosciences,2200100,Single Cell Multiomics,PH220010021150,SCM Instruments,PH220010031600,Rhapsody Scanner Upgrade Kit,PH220010041029,Rhapsody Scanner Upgrade Kit,PH220010051031,Rhapsody Scanner Upgrade Kit,666627,Rhapsody Scanner Upgrade Kit,666627-Rhapsody Scanner Upgrade Kit,BDB-666627,"$54,507 ",33,Matched by Material ID,pyxis
26458,BLS,SM,Specimen Management,SM,Specimen Management,2109003,Specimen Management Other,PH210900321400,Specimen Management Other,PH210900333300,Specimen Management Other,PH210900341162,All Other PAS,PH210900351175,All Other PAS,400005061,Temperature Loggers PAS,400005061-Temperature Loggers PAS,SM-400005061,"$2,160 ",33,Classified by ML model,pyxis
26468,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022300,FACSymphony Analyzers,PH220070034650,FACSymphony A5 SE,PH220070041091,FACSymphony A5 SE,PH220070051252,FACSymphony A5 SE,664954,FACSymphony A5 SE,664954-FACSymphony A5 SE,BDB-664954,"$13,640,802 ",32,Matched by Material ID,pyxis
26469,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021007,Other Biopsy,PH240111031044,Other Biopsy Capital,PH240111041107,Gamma Finders III Capital,PH240111051122,Gamma Finders III Capital,GMFDR003,GAMMA FINDER 3 & ACCESSORIES,GMFDR003-GAMMA FINDER 3 & ACCESSORIES,PI-GMFDR003,"$1,041,235 ",32,Matched by Material ID,pyxis
26473,BDI,PI,Peripheral Intervention,PI,Peripheral Intervention,2401110,Oncology,PH240111021005,Vacuum Assisted,PH240111031015,Encor Capital,PH240111041057,Encor Enspire Capital,PH240111051072,Encor Enspire Capital,FSENCORMR,Encor Mri Foot Pedal,FSENCORMR-Encor Mri Foot Pedal,PI-FSENCORMR,"$66,010 ",32,Matched by Material ID,pyxis
26651,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022200,FACSMelody,PH220070032950,FACSMelody Instrument,PH220070041047,FACSMelody Instrument,PH220070051191,FACSMelody Instrument,653885,BD FACSMelody BRV 9 Color Plate 4way,653885-BD FACSMelody BRV 9 Color Plate 4way,BDB-653885,"$5,800,382 ",31,Matched by Material ID,pyxis
26653,BDM,MDS,Medication Delivery Solutions (MDS),VAD,Vascular Access Devices,2410300,Vascular Access Technologies,PH241030021006,Prevue,PH241030031005,Prevue Consoles - ISALES,PH241030041014,Prevue II Consoles,PH241030051009,Prevue II Consoles,9770702,BD PREVUE II CONSOLE ROW,9770702-BD PREVUE II CONSOLE ROW,MDS-9770702,"$395,458 ",31,Matched by Material ID,pyxis
26678,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,446950,BD Kiestra Plate Cart,446950-BD Kiestra Plate Cart,DS-446950,"$17,965 ",31,Matched by Material ID,pyxis
26864,BLS,BDB,Biosciences,BDB,Biosciences,2200700,Research Instruments,PH220070022400,INFLUX,PH220070033500,Influx Options,PH220070041059,Influx Options,PH220070051205,INFLUX Other Options and Upgrades,645260,Particles 8 Peak Calibration,645260-Particles 8 Peak Calibration,BDB-645260,"$1,595 ",31,Matched by Material ID,pyxis
26870,BLS,BDB,Biosciences,BDB,Biosciences,2200200,Clinical Instruments,PH220020023200,FACSCanto,PH220020035950,FACSCanto Options,PH220020041126,FACSCanto Options,PH220020051329,FACSCanto Other Options and Upgrades,344026,Barcode Reader Stand For FACSCanto II,344026-Barcode Reader Stand For FACSCanto II,BDB-344026, $-   ,31,Matched by Material ID,pyxis
26872,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111006,Informatics,PH211100621000,Informatics,PH211100436600,Epicenter,PH211100441290,Epicenter Hardware,PH211100451521,Epicenter Hardware,256628,STARTERGROUP EUROPEAN EPICENTER,256628-STARTERGROUP EUROPEAN EPICENTER,DS-256628, $-   ,31,Classified by ML model,pyxis
27216,BDM,MMS,Medication Management Solutions (MMS),MMS,Infusion Systems,2306001,Alaris System,PH230600121011,POC Systems,PH230600131062,Alaris System PC Unit License,PH230600141169,POC Applications,PH230600151266,Alaris System ICM Non-Commissionable,49000912,KIT 8990 POC PCU V12.4,49000912-KIT 8990 POC PCU V12.4,MMS-49000912, $-   ,30,Classified by ML model,pyxis
27239,BLS,DS,Diagnostic Solutions,DS,Diagnostic Solutions,2111460,Lab Automation,PH211146021100,Lab Automation,PH211146031100,All Other Lab Automation Instruments,PH211146041007,Other Instr- Sale,PH211146051014,Other Instr- Sale,447297,Digital Reading Workstation,447297-Digital Reading Workstation,DS-447297,"($14,710)",30,Matched by Material ID,pyxis
